PollingPlaceID,Latitude,Longitude
1730,-33.6782000,151.3150000
33074,-33.6693768,151.3028793
33701,-33.6779280,151.3015200
1731,-33.6857000,151.3070000
1732,-33.7203000,151.2980000
1728,-33.7128000,151.2990000
1733,-33.7007979,151.2975472
1734,-33.7493000,151.2730000
1735,-33.6605851,151.3133272
1736,-33.6535090,151.3227930
1737,-33.6025577,151.3189969
1740,-33.7227000,151.2860000
1738,-33.6376000,151.2920000
31629,-33.8735000,151.2070000
1739,-33.6853625,151.2231820
11966,-33.6969000,151.2990000
1741,-33.7280915,151.2861959
1748,-33.4979864,150.5122648
1749,-33.6392000,150.2860000
1475,-33.7548000,150.6050000
1476,-33.7468000,150.6230000
8874,-33.6393000,150.7940000
32744,-33.6413000,150.8140000
65414,-33.7520170,150.6905990
1755,-33.5588000,150.9070000
1756,-33.3728000,150.7390000
1757,-33.5067600,150.6982600
30124,-33.7024810,150.5675000
1759,-33.5307000,150.8770000
1761,-33.6858000,150.5490000
1763,-33.5594000,150.7970000
1485,-33.7663000,150.6170000
1765,-33.5342100,150.7663138
1766,-33.5957000,150.6660000
1768,-33.7269000,150.4590000
1769,-33.6033000,150.7420000
1771,-33.7195074,150.3139445
1775,-33.7157600,150.3116600
1774,-33.6992000,150.3160000
34037,-33.7172940,150.3109210
1772,-33.7277000,150.3140000
1776,-33.5499000,150.6930000
1777,-33.5555000,150.6620000
1778,-33.5110000,150.7780000
1779,-33.5318000,150.6310000
1490,-33.7717000,150.6310000
1780,-33.7216261,150.4284891
1781,-33.7113100,150.3358600
1782,-33.7139000,150.3440000
1786,-33.6156000,150.8350000
1787,-33.5931000,150.9160000
1790,-33.6742000,150.2820000
1493,-33.7298000,150.6330000
1792,-33.5916000,150.2540000
1793,-33.5057118,150.3677381
1802,-33.5809280,150.7171260
1794,-33.6207000,150.8720000
65193,-33.7521785,150.6910467
1797,-33.5840000,150.8610000
1800,-33.5993000,150.7570000
1801,-33.5973030,150.7497707
47782,-33.5948055,150.7504223
1804,-33.2946000,150.9710000
1805,-33.6991000,150.5660000
8875,-33.6902000,150.5860000
34038,-33.6996100,150.5684500
1806,-33.7055000,150.5730000
14123,-33.8735000,151.2070000
1807,-33.5350331,150.7373648
1809,-33.7038712,150.5806866
57669,-33.6481000,150.8580000
1811,-33.7209670,150.5978350
1812,-33.7143600,150.3725500
1813,-33.5585200,150.8394700
1814,-33.6091899,150.8171314
1815,-33.6185000,150.8040000
1816,-33.6751000,150.6150000
1818,-33.7341000,150.4700000
1819,-33.6359000,150.6600000
31643,-33.8699846,150.8660000
65540,-33.8683473,150.9555234
2330,-33.8594000,150.8830000
2351,-33.8670000,150.8900000
8880,-33.8710000,150.8740000
57628,-33.8695695,150.9559644
873,-33.8745000,150.8790000
11939,-33.8057000,150.8030000
2335,-33.8708000,150.9520000
32481,-33.8677400,150.9554100
2336,-33.8751000,150.9610000
2337,-33.8670000,150.9480000
46744,-33.8678980,150.9559390
2338,-33.8671000,150.9570000
2339,-33.8767019,150.9412910
2340,-33.8685600,150.9245500
2341,-33.8744644,150.9299808
874,-33.8735000,150.8910000
2342,-33.8281535,150.9417595
2346,-33.8341000,150.9510000
2353,-33.8203000,150.9590000
2343,-33.8147819,150.9418413
2350,-33.8128000,150.9520000
2360,-33.8337000,150.9400000
2347,-33.8412030,150.8525923
398,-33.8839497,150.7899021
2256,-33.8260000,150.9730000
2354,-33.8346000,150.9680000
65208,-33.7660503,150.8240319
65209,-33.8143612,151.0006048
409,-33.7965000,150.7860000
391,-33.7962789,150.7997394
390,-33.8059000,150.7830000
383,-33.7937771,150.7732597
2355,-33.8542000,150.9340000
2356,-33.8564000,150.9390000
2357,-33.8572671,150.9171256
2280,-33.8187000,150.9670000
2260,-33.8283000,150.9640000
14145,-33.8735000,151.2070000
2361,-33.8545000,150.9060000
8876,-33.7575000,151.0000000
57720,-33.6687322,150.9522275
11967,-33.7795500,151.0028900
1825,-33.7519685,150.9899785
1827,-33.7523967,150.9995923
34116,-33.6980000,150.9470000
47691,-33.7429300,150.9587100
65452,-33.8149253,151.0062625
1829,-33.7282000,151.0050000
1830,-33.7272000,150.9990000
11969,-33.7384000,151.0030000
33905,-33.7333810,150.9831940
11970,-33.7279291,150.9806724
1833,-33.7480900,150.9714200
1834,-33.7440822,150.9746808
30125,-33.7308450,151.0077370
45260,-33.7447000,151.0300000
1851,-33.7285000,151.0250000
1840,-33.7611000,150.9820000
1841,-33.7119846,150.9579173
36372,-33.7090900,150.9670200
58821,-33.7146790,150.9716260
1845,-33.7575200,150.9625000
1847,-33.7704000,150.9720000
1848,-33.7271000,151.0240000
1849,-33.7657500,151.0222200
2263,-33.7867000,150.9910000
2264,-33.7885000,151.0000000
651,-33.7688000,151.0260000
11974,-33.7215140,151.0232634
65239,-33.8149253,151.0062625
1853,-33.7408000,150.9910000
1854,-33.6790500,150.9200200
1837,-33.7142000,150.9930000
37049,-33.7072000,150.9760000
14125,-33.8735000,151.2070000
1826,-33.7611290,150.9907762
45262,-33.7477183,151.0270559
2284,-33.7754000,150.9680000
2285,-33.7735000,150.9810000
33788,-33.7836000,150.9770000
47690,-33.6875700,150.9338200
2287,-33.7768000,150.9760000
1912,-30.5889452,151.5250773
1913,-30.5146000,151.6660000
1915,-30.5127000,151.6550000
33752,-30.5134000,151.6675000
1916,-30.5193000,151.6640000
1918,-30.5108727,151.6507081
1919,-29.3215000,151.0950000
1920,-30.9301543,150.8465307
1064,-30.3734498,150.6095579
1923,-30.8842762,151.1539419
1921,-30.0172000,151.6610000
1922,-30.5031067,151.6744162
1925,-30.3086014,151.6577425
1070,-31.6407177,150.2378306
65476,-30.5132880,151.6676680
1926,-29.0483000,151.2760000
1075,-31.2469581,150.4680477
1928,-30.1679145,151.0760407
1929,-31.1288000,150.9400000
1081,-31.4065443,150.4255942
1082,-30.9860912,150.4474055
46486,-31.1105102,150.8954636
1094,-31.1175000,150.2630000
1095,-31.2633000,150.7350000
1930,-30.6022132,151.6796911
1931,-29.4434000,151.8480000
1097,-29.6545000,150.8280000
30126,-30.5132880,151.6676680
2070,-28.9286000,152.3750000
1933,-31.2517507,151.1809597
1934,-31.2183536,150.8169057
1935,-30.4028528,152.3497061
1936,-29.8024000,151.2660000
1937,-29.4471382,151.6011641
1938,-29.8542000,151.1180000
1942,-29.9275000,151.7250000
1939,-29.7356000,151.7390000
1940,-29.7327000,151.7320000
1941,-29.7379068,151.7295387
1943,-29.7796124,150.9801643
1108,-30.9765377,150.2516696
1109,-30.9818000,150.2500000
33884,-30.9783000,150.2560000
1126,-30.9915000,150.2510000
1944,-30.2225000,151.6760000
1945,-31.0036045,150.8756589
1946,-30.5690275,151.9049378
1947,-31.1304153,150.9198037
38334,-31.1142020,150.9084660
1949,-29.7741325,151.1149995
1950,-29.7731886,151.1221498
33754,-29.7741092,151.1150531
1952,-28.9272952,151.9341328
1114,-30.8256011,150.3462418
1953,-30.7630000,151.4490000
1954,-30.5073827,151.1149288
1955,-31.0541000,151.0540000
2095,-28.4101344,152.2952657
2096,-28.6469000,152.0850000
1958,-31.2349851,151.0205212
1917,-30.4961473,151.6407546
1118,-30.7464000,150.7200000
1959,-30.5245000,151.6370000
1960,-29.0052308,151.5424390
1961,-31.0189618,151.0747725
1962,-30.9952988,150.9227835
1128,-31.0989013,149.9068246
1964,-31.1271941,151.0042734
1914,-30.5231000,151.6770000
1965,-31.2980000,151.4080000
34946,-30.5047000,151.6590000
1966,-31.5140323,151.7163777
1968,-31.4599000,151.1270000
1970,-31.0590000,150.8950000
1971,-31.1000000,150.8930000
1142,-31.4540000,149.9010000
1144,-31.5018000,150.6800000
1972,-29.7737829,151.8983601
1973,-30.6130803,151.4914677
1974,-29.7708000,151.1030000
1975,-30.9384000,150.6420000
1149,-31.3911988,150.2566670
1976,-29.0025614,151.9473187
14131,-33.8735000,151.2070000
1150,-31.3486815,149.8281946
1977,-31.0891815,150.9320805
1980,-31.0846637,150.9364162
34947,-31.0757076,150.9175923
33755,-31.0874133,150.9259008
1978,-31.1045000,150.9170000
1981,-31.0920000,150.9210000
1983,-29.0512464,152.0190100
65440,-29.0513024,152.0186576
1985,-31.2037000,150.9160000
1986,-29.9584202,151.2134837
1988,-30.6432754,151.4965708
2126,-28.4733000,152.5450000
1989,-30.9802871,151.6033968
1162,-31.5407960,150.8281404
1166,-31.3492000,150.6510000
1990,-31.0945000,150.8730000
1169,-31.6452454,150.7261717
1991,-30.5175911,152.0540444
1993,-30.9695000,151.3420000
1994,-31.3018734,151.1484895
1996,-31.2507980,151.9482403
1172,-28.9021172,150.7762038
2679,-32.9339409,151.7257479
2680,-32.9464000,151.7070000
2681,-32.9311270,151.7283080
1861,-32.9353000,151.7390000
1352,-32.8038000,151.6540000
1862,-32.8954000,151.6930000
1863,-32.8876000,151.6950000
65533,-32.9635037,151.6958026
1865,-32.9122000,151.7650000
65201,-32.9641100,151.6951063
1866,-32.9292630,151.7680230
1867,-32.9338000,151.7680000
30127,-32.9241990,151.7484030
65222,-32.7606044,151.5918290
1870,-32.8718000,151.7950000
1872,-32.9240000,151.7440000
1873,-32.9238000,151.7480000
1864,-32.9174690,151.7340850
1875,-32.9341000,151.7540000
1877,-32.9115000,151.7440000
1878,-32.9037676,151.6952338
1879,-32.9013657,151.6960568
2703,-32.9381000,151.7050000
2705,-32.9459090,151.6949120
1880,-32.9147000,151.7090000
1881,-32.9175000,151.7220000
1884,-32.9160000,151.7520000
1885,-32.8980225,151.7414935
1886,-32.8959000,151.7480000
1887,-32.9000000,151.7340000
1888,-32.8894000,151.7310000
2707,-32.9378000,151.7520000
2708,-32.9469000,151.7390000
2709,-32.9484767,151.7541281
2710,-32.9373160,151.7263870
1889,-32.9304000,151.7770000
33789,-32.9348691,151.7258394
1882,-32.9227000,151.7130000
2712,-32.9266000,151.7140000
2714,-32.9314303,151.7175065
1894,-32.8827000,151.6960000
58535,-32.7796495,151.6533607
1895,-32.9120555,151.7831260
1897,-32.9147000,151.7850000
14128,-33.8735000,151.2070000
1422,-32.8110000,151.6630000
1868,-32.9373000,151.7590000
1425,-32.7797000,151.6410000
1898,-32.9082000,151.7520000
1900,-32.9024000,151.6830000
34360,-32.8867000,151.7180000
1902,-32.9058000,151.7220000
1871,-32.9039000,151.7290000
1904,-32.9096000,151.7200000
1905,-32.8993000,151.7160000
1655,-32.8059230,151.8648250
1430,-32.7917000,151.6720000
2008,-33.8070067,151.1857375
2009,-33.8114200,151.1859300
65456,-33.7981824,151.1818539
76,-33.8212708,151.1352360
2010,-33.8210755,151.2117081
2011,-33.7821650,151.2016115
2012,-33.8039500,151.2119900
11935,-33.7984533,151.1822660
33766,-33.7994000,151.1871900
47807,-33.7982897,151.1819191
77,-33.8057000,151.1790000
11936,-33.7983058,151.1781717
2019,-33.8299529,151.2026352
2020,-33.8289900,151.2076696
33967,-33.8247838,151.1978636
78,-33.8097225,151.1517103
30128,-33.7981824,151.1818539
83,-33.8044000,151.1710000
33806,-33.8323301,151.1259218
2021,-33.8291705,151.1883862
89,-33.8266000,151.1830000
33734,-33.8408535,151.1359276
90,-33.8349224,151.1558440
91,-33.8316000,151.1430000
2023,-33.8464379,151.2134797
94,-33.8159000,151.1700000
101,-33.8129200,151.1713600
95,-33.8192080,151.1701635
96,-33.8135000,151.1590000
97,-33.8278312,151.1695145
2024,-33.8431000,151.2050000
2025,-33.8485458,151.2140751
33722,-33.8041000,151.1550000
2026,-33.8193780,151.2004555
37052,-33.8160000,151.2020000
57834,-33.8324891,151.2199092
2028,-33.8333380,151.2159249
2029,-33.8109000,151.2100000
2030,-33.8123172,151.2188096
2031,-33.8348000,151.2040000
57824,-33.7866080,151.1895499
2033,-33.8223000,151.1910000
14135,-33.8735000,151.2070000
65237,-33.8731632,151.2052540
2034,-33.8377356,151.1964648
2035,-33.8037358,151.2009268
2036,-33.7958337,151.2056701
2037,-33.8280000,151.1990000
109,-33.8394000,151.1670000
2043,-28.8398519,153.4339079
2044,-28.8676000,153.5650000
2045,-28.8508350,153.5869075
2046,-28.8638000,153.5650000
33751,-28.8681633,153.5587135
2047,-28.8622085,153.5308355
2048,-29.2234984,152.6064637
2049,-28.7519153,153.0810318
65479,-29.6895930,152.9334110
2050,-28.7367000,152.6220000
2052,-29.0137000,153.4340000
2410,-28.8375621,153.2051129
2054,-28.8627839,153.0453607
2056,-28.8598000,153.0370000
2055,-28.8455000,153.0430000
2117,-28.8727849,153.0446160
2129,-28.8550000,153.0370000
2057,-28.5997166,153.0986250
2058,-29.3879674,153.2313816
2059,-28.8747551,153.1686889
2060,-29.5863893,152.7755195
2061,-28.9921000,153.2830000
2064,-29.8278507,152.8914689
33719,-29.5703000,153.0780000
30129,-29.6895930,152.9334110
2124,-30.1900000,152.5420000
2426,-28.7633368,153.4077559
2072,-28.9127000,153.5090000
2074,-29.1125000,153.4260000
2075,-28.7751000,152.9890000
33111,-29.7244781,152.9324977
2433,-28.8182885,153.3223076
2434,-28.8247000,153.3260000
2077,-29.6818682,152.9332865
2078,-29.6891000,152.9370000
2079,-29.6750832,152.9417466
2080,-29.6720097,152.9362119
33741,-29.6896000,152.9330000
2082,-28.4400000,152.8270000
2437,-28.9353368,153.2782623
2084,-29.4255402,153.2400612
2086,-28.5357000,153.0300000
2088,-29.4058971,153.3506053
2089,-29.6441000,152.9210000
2091,-28.6217024,153.0035789
2092,-28.6254511,153.0028683
2093,-29.4912000,153.1000000
2094,-28.9201000,153.0070000
2443,-28.8108000,153.2780000
2444,-28.8051000,153.2850000
2445,-28.8214000,153.2960000
2446,-28.8058403,153.2997523
2447,-28.8095000,153.2910000
2448,-28.7986667,153.2782919
33742,-28.8137800,153.2776300
2449,-28.8205000,153.2880000
2450,-28.8096000,153.2620000
33720,-29.4584807,153.1969763
65226,-29.4586322,153.1970595
2451,-28.7974000,153.3840000
2102,-28.9061914,152.7202288
2104,-28.8464649,153.4386134
2108,-29.9481000,152.7270000
2110,-29.4196000,153.2880000
2111,-28.9089000,153.4850000
2463,-28.8145000,153.2910000
2112,-29.0860000,152.9550000
2115,-28.8742539,153.4248302
2118,-29.6237267,153.0057161
2127,-29.7096000,152.9370000
2081,-29.7055000,152.9360000
14137,-33.8735000,151.2070000
2119,-28.8910142,152.5671717
2469,-28.8578000,153.3550000
2128,-28.9525502,153.4654050
2130,-29.6714239,152.9213053
2131,-29.2831000,152.9890000
2132,-28.5103000,152.9640000
2133,-28.8276000,153.4200000
2135,-29.0714000,153.3420000
2137,-28.3894000,152.6100000
2134,-29.3601000,153.2830000
2477,-28.8911000,153.3050000
2140,-29.4406000,153.3530000
33110,-29.4284000,153.3280000
46537,-32.3563000,147.5050000
1062,-29.3150000,149.8060000
1063,-30.5990000,149.9530000
2152,-32.1937000,148.8990000
1065,-30.9511000,149.0700000
1066,-29.9177000,149.7960000
1067,-29.8692269,150.5709132
1069,-31.5533000,149.3790000
65400,-32.2504956,148.6120634
1072,-28.6153000,150.3630000
1073,-30.7059000,150.0430000
1074,-28.7246000,149.5770000
2158,-30.0908000,145.9390000
46577,-30.0908000,145.9390000
2160,-29.9616000,146.8560000
1077,-29.4597171,149.1259057
1079,-30.1031000,148.9670000
1080,-30.4622000,147.6930000
2163,-32.2466000,148.5870000
2497,-31.5011000,145.8360000
33953,-31.5002000,145.8390000
1085,-29.5437000,148.5780000
2165,-31.6654000,148.2970000
2499,-33.0845000,147.1510000
2168,-31.0247000,146.7150000
1087,-31.8214000,149.7240000
1088,-29.2514000,150.7510000
1089,-31.2761427,149.2784126
2169,-30.9558000,148.3920000
1091,-29.1243000,150.3050000
1093,-29.7440000,147.7700000
2172,-31.5367000,148.6430000
1096,-30.3349100,149.7739900
30130,-32.2504956,148.6120634
2174,-32.2471000,148.6050000
32061,-32.2426000,148.6240000
2175,-32.2685798,148.6116393
2177,-32.2408000,148.6160000
33951,-32.2491102,148.6010367
2178,-32.2600000,148.6110000
2179,-32.2509000,148.5830000
243,-32.0181000,149.3920000
1098,-30.1129000,149.7990000
2181,-32.2772000,148.5910000
2182,-29.3172000,145.8470000
2504,-33.0553000,146.3970000
246,-32.9377000,149.0910000
2184,-31.9510000,148.6210000
2185,-32.8073000,147.4590000
1102,-29.0759000,149.6340000
2191,-32.3961000,148.8290000
2192,-31.7082700,148.6607850
1103,-29.1144000,147.4540000
251,-32.3745000,149.2890000
1106,-29.5852000,150.3340000
2197,-31.3338000,148.4740000
252,-32.3616000,149.5340000
1110,-29.7344600,149.7959200
1111,-30.6096682,148.9735267
254,-32.7854000,149.4620000
2518,-31.5501000,146.7260000
258,-32.9668000,149.8560000
2525,-33.2942000,146.3740000
1116,-32.0163000,149.5450000
1117,-29.4260252,147.9792875
266,-32.6566633,149.8455213
2199,-32.2388000,148.6270000
1120,-31.8186000,149.1230000
2204,-32.5390000,148.9300000
1123,-29.4648000,149.8430000
1124,-29.4791000,149.8390000
33887,-29.4622380,149.8426050
1125,-29.4785000,149.8390000
276,-32.5914000,149.5920000
277,-32.5984000,149.5830000
33888,-32.6022000,149.5870000
279,-32.6066000,149.5840000
2207,-32.7219000,149.0510000
1129,-28.9787750,149.0007820
2534,-33.2145240,146.3712820
1135,-30.3245000,149.7850000
46523,-30.3233131,149.7808631
1136,-30.3367000,149.7540000
2208,-32.2299000,148.2420000
2211,-31.8372000,147.7190000
1137,-28.9260000,150.3930000
2539,-32.0654000,146.3140000
2212,-31.5612000,147.1890000
2214,-32.2533000,148.6280000
1138,-29.4732000,150.1410000
1140,-30.3522000,148.8890000
1143,-31.3463000,149.5020000
2220,-30.9314000,147.8720000
1145,-29.8139000,148.9120000
2223,-32.8023000,149.0690000
14140,-33.8735000,151.2070000
2224,-32.5678000,148.2220000
33779,-28.6053000,150.3600000
2226,-31.4356000,148.9110000
2551,-32.2581000,147.3510000
2227,-32.0326000,147.9790000
2552,-33.4224611,146.7242264
307,-32.2822000,149.7430000
1156,-30.1408000,150.4440000
1161,-30.0263000,148.1190000
1158,-29.5409200,150.5760600
2231,-31.7049000,147.8370000
1164,-30.2260620,149.4404910
2234,-29.2447000,146.9200000
2235,-32.5576237,148.9420174
2236,-32.5551000,148.9520000
311,-32.7793000,149.5460000
312,-32.3570000,149.9500000
2238,-32.3338000,148.7590000
58025,-33.8579000,151.0070000
65463,-33.8149253,151.0062625
2374,-33.8390200,150.9715700
33795,-33.7800229,151.0553219
635,-33.7722400,151.0370100
636,-33.7855400,151.0377400
2251,-33.8033160,150.9732425
30131,-33.8149253,151.0062625
2276,-33.8038000,151.0370000
641,-33.7909000,151.0510000
65195,-33.7710889,151.0800710
58040,-33.8061000,151.0580000
2377,-33.8409000,150.9760000
2378,-33.8344600,151.0051200
58042,-33.8481385,151.0106418
2379,-33.8294000,151.0120000
58026,-33.8488183,150.9961068
2257,-33.7961300,151.0044600
2250,-33.8128000,151.0132900
2268,-33.8190430,150.9919910
2387,-33.8433000,150.9990000
45838,-33.8260000,150.9730000
2388,-33.8421000,150.9890000
2259,-33.8376400,150.9891800
58012,-33.8346000,150.9680000
2262,-33.8226000,151.0040000
57981,-33.7867000,150.9910000
65126,-33.7885000,151.0000000
33798,-33.7688000,151.0260000
652,-33.8002000,151.0230000
2265,-33.7870000,150.9660000
45817,-33.8159000,151.0040000
2267,-33.8059000,151.0180000
2269,-33.8040000,151.0050000
57989,-33.8096000,150.9540000
57983,-33.7971700,150.9629600
2273,-33.8248200,150.9916000
2274,-33.8243000,151.0190000
2255,-33.8175000,151.0110000
2275,-33.8142000,151.0450000
14141,-33.8735000,151.2070000
659,-33.7966000,151.0430000
2277,-33.7975000,150.9790000
2278,-33.8142000,150.9690000
2279,-33.8064000,150.9730000
11980,-33.8095500,150.9863700
2282,-33.8054000,150.9880000
2283,-33.8066124,150.9881917
640,-33.7963000,151.0580000
1562,-32.7769000,152.0900000
65396,-32.7622276,151.5888004
1565,-32.7665700,152.0120300
1353,-32.7074000,151.5730000
1567,-32.4663000,151.9610000
1568,-32.4127000,152.2120000
1569,-32.3895000,152.4480000
1575,-32.5896900,151.7767900
1576,-32.2147000,152.3210000
11984,-32.2405000,152.4640000
1578,-32.7177000,152.1120000
30400,-32.7608720,151.5906520
1582,-32.4055000,151.7580000
1364,-32.7490000,151.5850000
1386,-32.7474000,151.5970000
58468,-32.7527940,151.5864560
1387,-32.7440000,151.5910000
58670,-32.7606044,151.5918290
1367,-32.7570000,151.5970000
32745,-32.7449996,152.1675210
1586,-32.1827139,152.5172988
1587,-32.1794000,152.5100000
31457,-32.2137000,152.5380000
1588,-32.2015435,152.5195431
33892,-32.1802102,152.5103918
32487,-32.7593000,151.7750000
31696,-32.2511000,152.5200000
1374,-32.4310261,151.5531073
1597,-32.6730000,152.1790000
1376,-32.7166000,151.6510000
1600,-32.6542000,151.9660000
1381,-32.7002000,151.6060000
1608,-32.7340000,152.0340000
1383,-32.7273000,151.5600000
11986,-32.7322639,152.0118252
1392,-32.5660000,151.6240000
1613,-32.7392331,151.8543005
1394,-32.7653556,151.6134399
1396,-32.7497000,151.7040000
1398,-32.7262000,151.6270000
1399,-32.7240000,151.6990000
1618,-32.0996000,152.3810000
1619,-32.7216000,152.1350000
1620,-32.7218000,152.1540000
1621,-32.7158000,152.1580000
1622,-32.7223000,152.1390000
31510,-32.6651000,152.0410000
1626,-32.3402000,152.5210000
1403,-32.6062000,151.6000000
1628,-32.7668000,151.7400000
1629,-32.7629000,151.7440000
1630,-32.7627000,151.7670000
1407,-32.7582000,151.7580000
33890,-32.7628113,151.7480457
31506,-32.7390000,152.1050000
1632,-32.7271000,152.0870000
33891,-32.7337223,152.1094532
1634,-32.7878000,151.9040000
1416,-32.6627000,151.7290000
1636,-32.7281000,152.1740000
1637,-32.7065212,152.0645852
1639,-32.4037000,151.9650000
1640,-32.3464000,151.9310000
14143,-33.8735000,151.2070000
1641,-32.7292000,152.0020000
1647,-32.6678000,152.1580000
1424,-32.7422000,151.6055000
1650,-32.1598000,152.4870000
33786,-32.1604375,152.4940910
1426,-32.5421112,151.5771074
1652,-32.5045000,151.7130000
31511,-32.7439223,151.8769867
1431,-32.6652000,151.6040000
1658,-32.2972000,152.3000000
1515,-33.8528000,151.1300000
65245,-33.8901557,151.1277132
2365,-33.8538000,151.0320000
2392,-33.8567200,151.0301000
58110,-33.8652000,151.0250000
2368,-33.8433000,151.0340000
2369,-33.8603000,151.0200000
58111,-33.8705000,151.0280000
65457,-33.8149253,151.0062625
58092,-33.8773365,151.0996115
1517,-33.8757000,151.1130000
1519,-33.8719800,151.1040200
1521,-33.8541000,151.1390000
1522,-33.8640000,151.0945000
1523,-33.8598000,151.1020000
1551,-33.8545749,151.1039930
1524,-33.8634000,151.1070000
1525,-33.8397000,151.0860000
1527,-33.8456000,151.0890000
45017,-33.8838000,151.1180000
30135,-33.8727980,151.0941040
1530,-33.8561000,151.1530000
1542,-33.8499000,151.1540000
1531,-33.8512380,151.1527100
1533,-33.8667000,151.1280000
1534,-33.8683000,151.1340000
1535,-33.8658000,151.0670000
1536,-33.8673591,151.0851029
1537,-33.8622000,151.0850000
1538,-33.8741000,151.0760000
2384,-33.8607680,151.0453138
65746,-33.8654090,151.0445030
2386,-33.8654000,151.0450000
1541,-33.8495000,151.1040000
34328,-33.8409000,151.0550000
1543,-33.8269000,151.0890000
1544,-33.8613000,151.1420000
2394,-33.8409000,151.0390000
1545,-33.8744000,151.0830000
58096,-33.8795903,151.0818069
1547,-33.8548000,151.0920000
34043,-33.8729640,151.0942070
58098,-33.8770154,151.0704345
14108,-33.8735000,151.2070000
65246,-33.8731632,151.2052540
1550,-33.8610430,151.1334840
46751,-33.8319000,151.0740000
65236,-28.8717830,153.5619120
2399,-28.6859000,153.5260000
2400,-28.2225000,153.5450000
31668,-28.2159811,153.5262101
31672,-28.2102248,153.5364813
2401,-28.7661941,153.3450152
2402,-28.2240000,153.4680000
2403,-28.5045000,153.5250000
65601,-28.1725966,153.5419909
2404,-28.3389000,153.5720000
2407,-28.5412390,153.5508420
2408,-28.4357851,153.4669016
2409,-28.6475000,153.6140000
33760,-28.6444890,153.6128850
11917,-28.6671000,153.6160000
2411,-28.2303000,153.4290000
2412,-28.3136000,153.2770000
2413,-28.2417459,153.5514329
2414,-28.7253581,153.4087595
2415,-28.3138449,153.4356286
2416,-28.6262791,153.4884761
2417,-28.7129307,153.3628886
2418,-28.4572000,153.4970000
2419,-28.3072000,153.3070000
2420,-28.2632000,153.5560000
30136,-28.1725966,153.5419909
2422,-28.2853306,153.3755577
2423,-28.6869000,153.3160000
2424,-28.2942000,153.5210000
2425,-28.5232178,153.4445306
2427,-28.6878000,153.4390000
2428,-28.6553690,153.5676872
2429,-28.6503020,153.4550773
2430,-28.7675087,153.4985623
2431,-28.1971000,153.5650000
2432,-28.7461000,153.2250000
2435,-28.6093958,153.4393004
2438,-28.3562000,153.5730000
2439,-28.6780146,153.1816304
2440,-28.2568977,153.5768637
58461,-28.2653800,153.5683500
2441,-28.4703000,153.2530000
2442,-28.7943000,153.5910000
65229,-28.8137390,153.2772790
2452,-28.4987106,153.4127002
2470,-28.7313511,153.2974935
2454,-28.5486000,153.4960000
2455,-28.3270000,153.4020000
33762,-28.3296600,153.4026459
2457,-28.3316000,153.4000000
2405,-28.3330000,153.3590000
2459,-28.7178000,153.5320000
2460,-28.5939551,153.2201890
11918,-28.5251248,153.5456567
2461,-28.1869000,153.4630000
2462,-28.3776000,153.5680000
2464,-28.6802137,153.3903467
58460,-28.8303100,153.6009600
2465,-28.3939344,153.4040183
38336,-28.6906000,153.6130000
14150,-33.8735000,151.2070000
2466,-28.2407000,153.4980000
2467,-28.6730389,153.2791341
2468,-28.7949840,153.5006459
2471,-28.2745000,153.4630000
2472,-28.1755567,153.5374850
2436,-28.1767000,153.5440000
33761,-28.1730138,153.5427073
2473,-28.1952000,153.5400000
34348,-28.1976000,153.5060000
2474,-28.3544596,153.2045364
2475,-28.4143700,153.3351524
2476,-28.5714812,153.4255172
1242,-35.3125220,148.0633520
1243,-35.0851000,148.4000000
1244,-34.3564000,146.9020000
1245,-34.3477000,147.2200000
1246,-35.1250000,147.3320000
2482,-34.2878000,146.5720000
2483,-34.1457000,147.3870000
1247,-35.5215000,148.1470000
1248,-34.3273000,146.9630000
2484,-34.2530000,146.1010000
1249,-34.7633100,147.8615500
2486,-34.2285000,146.3530000
65475,-34.7471130,146.5524230
1257,-35.1466000,148.2280000
2496,-34.4084000,145.4330000
1311,-35.0569000,147.3490000
2498,-34.8052000,145.8840000
769,-35.0886000,147.1270000
1261,-34.9253000,148.1650000
1262,-34.8189000,147.2020000
1267,-35.0153000,147.0690000
2501,-34.5684510,145.9989930
30401,-34.7471130,146.5524230
1270,-35.0588000,147.1960000
1272,-35.1482000,147.4670000
787,-34.9981000,146.8140000
1274,-34.7961495,147.0385980
32486,-35.1392000,147.3320000
2506,-33.9769000,145.7090000
2508,-34.2864000,146.0410000
58769,-34.2821300,146.0437000
2502,-34.2820000,146.0700000
2509,-34.2870000,146.0620000
2511,-34.2803000,146.0480000
33855,-34.2864000,146.0410000
2512,-34.2917303,146.0432498
1277,-34.7387845,146.7786091
1279,-35.0577000,148.1000000
1280,-35.0800970,148.1034490
2514,-34.3300000,146.0420000
2520,-33.4798000,145.5400000
1282,-35.4833000,147.7620000
1283,-34.8136000,147.7400000
799,-35.9257000,147.6970000
1285,-34.8695000,147.5920000
1288,-35.1511000,147.2960000
33857,-35.1630000,147.2770000
800,-36.2164000,148.1300000
1289,-35.1487000,147.3730000
1315,-35.1367723,147.3773004
1290,-35.3166000,148.3260000
1291,-35.2093000,147.5110000
1292,-35.1738000,147.3800000
2526,-34.2482000,146.0330000
2527,-34.5536887,146.4042971
2528,-34.5472200,146.4060800
2542,-34.5624000,146.3970000
2507,-34.5632000,146.4130000
