PollingPlaceID,Latitude,Longitude
436,-34.0363710,151.1008735
33960,-34.0341692,151.1036437
437,-34.0314000,151.1130000
58475,-34.0343221,151.0968145
1225,-34.0080767,151.0776226
1230,-34.0318856,151.0595959
33875,-34.0303981,151.0627035
12076,-34.0323400,151.0636100
11940,-34.0270000,151.0670000
14040,-33.8735000,151.2070000
439,-34.0084000,151.1120000
441,-34.0124000,151.0980000
444,-34.0196000,151.1050000
443,-34.0189000,151.1230000
445,-34.0389000,151.1580000
446,-34.0456000,151.1460000
447,-34.0479000,151.1030000
474,-31.0554733,152.7864240
31727,-30.3637000,153.0800000
454,-30.8188000,152.5090000
456,-30.4516000,152.8950000
65448,-31.0807034,152.8284890
458,-30.3346000,153.0770000
459,-30.3847392,153.0506212
32370,-30.2747000,152.6290000
460,-30.6436000,152.8540000
2053,-29.6090539,153.3384619
462,-30.2917485,153.1192336
464,-30.2968792,153.1176557
32332,-30.3021200,153.1211517
463,-30.3168000,153.0930000
465,-30.3055000,153.1360000
33739,-30.3017050,153.1135120
494,-30.2926000,153.1040000
466,-30.2828000,153.1120000
2062,-30.2214803,153.0114883
2063,-30.0221000,153.1940000
2065,-29.5703000,153.0780000
30104,-31.0807034,152.8284890
2067,-30.3393389,152.7117264
470,-30.8310000,152.8820000
471,-31.0327000,152.8800000
472,-31.0262943,152.9461395
473,-30.3882740,152.8842079
2076,-30.0516000,152.9780000
65231,-29.6895930,152.9334110
2083,-29.4890000,153.2340000
476,-31.0545346,153.0523992
480,-30.2529370,153.0471828
481,-31.0816597,152.8403755
482,-31.0833982,152.8467429
483,-31.0692762,152.8261994
33678,-31.0798500,152.8416600
485,-31.0904964,152.8252320
486,-31.0777572,152.8299240
2090,-30.2539800,153.1314500
2097,-30.2063000,152.8990000
489,-30.7095000,152.9190000
2100,-29.4584807,153.1969763
33763,-29.4585574,153.1969164
2101,-29.4537000,153.2010000
491,-30.5670072,152.8104603
2105,-30.2094000,153.1570000
31726,-30.0779672,153.1893818
492,-30.4673192,153.0443606
493,-30.6420732,153.0054562
33737,-30.6405046,153.0022105
2107,-30.1360235,153.0053840
495,-30.6403000,152.9840000
503,-30.4497149,153.0126023
2113,-29.9861000,153.2260000
504,-30.4461000,153.0290000
8879,-30.1536713,153.1854721
506,-30.3628682,153.0979486
507,-30.7493900,152.9955033
509,-31.0175654,152.9415390
33724,-29.7096000,152.9370000
510,-30.8911488,153.0391993
32333,-30.8880205,153.0404882
511,-30.8206975,152.9944399
14041,-33.8735000,151.2070000
514,-30.7649994,152.7194329
516,-30.4256403,152.7776996
517,-30.3512000,153.0850000
2122,-29.6610000,153.1060000
2125,-29.6292000,153.0310000
518,-30.2427571,152.8844928
519,-30.2888440,153.0134512
520,-30.4950764,153.0208529
521,-30.7390000,152.8290000
522,-30.5916721,153.0024636
523,-30.7564873,152.9053259
527,-30.9258568,152.6248927
2138,-30.1128000,153.1960000
2139,-29.8667813,153.2662597
1661,-34.3069000,150.9310000
31754,-34.3877000,150.8720000
1662,-34.3889467,150.8795144
1664,-34.3652000,150.9170000
65460,-34.4271350,150.8980670
1668,-34.3267700,150.9121400
1666,-34.3346500,150.9134000
1195,-34.0845600,151.1463700
1198,-34.2459800,150.9737200
1199,-34.2894700,150.9468700
539,-34.4386000,150.8870000
11499,-34.4454000,150.8350000
1678,-34.3754300,150.8981300
1679,-34.3753200,150.9106200
30105,-34.4271350,150.8980670
1682,-34.3902000,150.8930000
1683,-34.4064000,150.8900000
1694,-34.3845000,150.8940000
542,-34.4388700,150.8537000
543,-34.4316000,150.8560000
544,-34.4180794,150.8793390
1210,-34.0864800,151.0071200
1211,-34.0824000,151.0120000
1212,-34.1924000,150.9814600
1213,-34.1839500,150.9886500
546,-34.4147000,150.8730000
551,-34.4298345,150.8617242
1221,-34.0781034,151.1307412
553,-34.4199799,150.8630174
554,-34.4326000,150.8180000
1689,-34.3990800,150.8896600
555,-34.4372815,150.8704656
1224,-34.2123000,151.0020000
1696,-34.3593000,150.9050000
1228,-34.2660000,150.9660000
568,-34.4192000,150.8950000
1229,-34.2291488,150.9846380
14046,-33.8735000,151.2070000
1699,-34.3803000,150.8890000
1703,-34.3168900,150.9182900
1704,-34.3172200,150.9218200
1705,-34.3890000,150.9020000
1706,-34.3862062,150.9090545
11923,-34.4518000,150.8410000
561,-34.4601000,150.8360000
1234,-34.1373000,150.9960000
565,-34.4273000,150.8940000
566,-34.4296000,150.8860000
34033,-34.4258823,150.8952965
567,-34.4247000,150.8840000
569,-34.4264903,150.8717532
1235,-34.2744700,150.9580500
1709,-34.3465000,150.9060000
1710,-34.3412038,150.9063809
1711,-34.3515100,150.9156300
575,-33.3811000,151.4780000
574,-33.3913000,151.4750000
11953,-33.3862000,151.4620000
11498,-33.3828000,151.4590000
576,-33.3502000,151.4360000
577,-33.3400000,151.4340000
578,-33.2123000,151.5040000
65450,-33.2865041,151.4242053
585,-33.3255000,151.4320000
584,-33.3237000,151.4410000
30106,-33.2865041,151.4242053
621,-33.4281000,151.4140000
587,-33.3956000,151.4530000
58571,-33.2518000,151.5100000
588,-33.2543673,151.4951197
622,-33.2505500,151.4675200
591,-33.4051161,151.4082370
592,-33.2399000,151.3800000
593,-33.2626000,151.4840000
594,-33.3651000,151.4560000
595,-33.3763000,151.4650000
596,-33.2261000,151.2240000
598,-33.3814544,151.3761694
599,-33.3571000,151.4850000
612,-33.3560000,151.4940000
32758,-33.3068000,151.4180000
604,-33.3970000,151.3460000
2614,-33.3825000,151.3530000
605,-33.2796000,151.5660000
607,-33.3558000,151.3680000
573,-33.3716000,151.4760000
14048,-33.8735000,151.2070000
610,-33.2838000,151.4580000
32368,-33.4415000,151.4380000
611,-33.3463000,151.4930000
606,-33.3353000,151.5050000
34247,-33.3410114,151.4975638
613,-33.2657000,151.5400000
33778,-33.2634239,151.5350809
614,-33.2675000,151.5500000
615,-33.3133000,151.4150000
616,-33.2794700,151.4863000
617,-33.3655000,151.4520000
2630,-33.4002000,151.3620000
33813,-33.2658799,151.4674752
618,-33.4235000,151.4410000
619,-33.4118000,151.4490000
12074,-33.2712000,151.4260000
46404,-33.2408000,151.4840000
2634,-33.4090000,151.3560000
2635,-33.4008000,151.3560000
46431,-33.4099167,151.3661851
624,-33.2801754,151.4257510
625,-33.2676000,151.3480000
31464,-33.2880000,151.4270000
33814,-33.2865141,151.4243638
628,-33.2232720,151.2775770
666,-35.9934000,148.7770000
668,-35.6518827,149.8133351
669,-35.7295100,150.1952100
670,-35.7117400,150.1782100
33919,-35.7121581,150.1771126
672,-36.6783000,149.8390000
673,-36.6707000,149.8410000
33920,-36.6731000,149.8420000
675,-36.6302000,149.5730000
676,-36.4288960,150.0760310
677,-36.3722600,148.8290800
678,-36.8151000,149.2850000
679,-36.8925000,149.9060000
65642,-35.3522756,149.2320236
680,-36.0976000,150.0530000
681,-36.9168000,149.2320000
682,-35.4413000,149.7980000
683,-35.9540000,149.1480000
684,-36.5482000,149.8280000
11638,-35.8452000,150.1730000
685,-35.2552000,149.4450000
687,-36.7663190,149.6960750
688,-35.5868000,149.4500000
690,-36.3126000,150.0760000
691,-36.3884000,149.8900000
692,-36.2375000,149.1250000
693,-36.2415086,149.1300389
694,-36.2201755,149.1296589
33921,-36.2365000,149.1250000
695,-36.2324000,149.1150000
696,-36.5028000,148.8370000
697,-36.1618000,150.1200000
698,-37.0415000,148.9380000
30108,-35.3521797,149.2320246
699,-37.0561000,149.9070000
700,-35.9275000,149.3500000
31436,-35.3864000,149.1990000
701,-36.4149000,148.6230000
33922,-36.4146000,148.6190000
31838,-35.3598743,149.2096098
31839,-35.6950000,150.2340000
702,-35.5690000,149.7420000
11637,-35.7927000,150.2310000
703,-36.8870000,149.9170000
33923,-36.8908400,149.9104200
704,-35.7056000,149.1610000
706,-35.7852000,150.1400000
708,-35.9127000,150.0760000
710,-36.2162367,150.1291792
33924,-36.2162185,150.1291596
711,-35.6479000,150.1420000
712,-36.5107000,149.2890000
713,-36.1768000,149.3470000
714,-36.9264058,149.8720612
32991,-36.3895000,148.4470000
716,-36.4642000,149.8710000
717,-35.3570000,149.2370000
718,-35.3539790,149.2352560
719,-35.3445000,149.2460000
720,-35.3527000,149.2220000
721,-35.3475900,149.2327000
722,-35.3523400,149.2309400
33925,-35.3522400,149.2322900
723,-35.3655000,149.2240000
724,-35.3478000,149.2150000
725,-35.6642000,150.2920000
726,-35.7409626,150.2104162
14051,-33.8735000,151.2070000
727,-36.6408000,149.9750000
728,-36.7335957,149.9787608
31083,-36.5063000,148.3010000
31033,-35.8229000,150.1890000
730,-37.0848000,149.6950000
31665,-36.8651000,149.9160000
731,-36.0642900,150.1289300
31666,-36.3680000,150.0700000
734,-36.8340000,149.8100000
735,-36.9292000,149.6460000
746,-36.0830081,146.9188145
748,-36.0732767,146.9167639
